source,lender_TopRSSDID,lender_TopName,lender_TopName_lower,normalized_name_x,fuzzy_matched_name,id,date,fed_district_code,charter_type,city,country,parent_id,lei,name_legal,name,org_type,fed_regulator,state,name_legal_lower,normalized_name_y
3.0,2976396,SIERRA BANCORP,sierra bancorp,sierra bancorp,sierra bancorp,2976396,20171231,12,500,PORTERVILLE,UNITED STATES,0,0,SIERRA BANCORP,SIERRA BC,1,FRS,CA,sierra bancorp,sierra bancorp
1.0,3010288,C B & T BANCSHARES INC,c b & t bancshares inc,c b t bancshares incorporated,c b t bancshares incorporated,3010288,20171231,11,500,VIVIAN,UNITED STATES,0,0,"C B & T BANCSHARES, INC.",CB&T BSHRS,1,FRS,LA,"c b & t bancshares, inc.",c b t bancshares incorporated
1.0,3016338,GEORGIA BANKING COMPANY INC,georgia banking company inc,georgia banking company incorporated,georgia banking company incorporated,3016338,20171231,6,500,ATLANTA,UNITED STATES,0,0,"GEORGIA BANKING COMPANY, INC.",GEORGIA BKG CO,1,FRS,GA,"georgia banking company, inc.",georgia banking company incorporated
1.0,3035227,JSA FAMILY LIMITED PARTNERSHIP,jsa family limited partnership,jsa family limited partnership,jsa family limited partnership,3035227,20171231,11,500,JACKSONVILLE,UNITED STATES,0,0,JSA FAMILY LIMITED PARTNERSHIP,JSA FAM LP,3,FRS,TX,jsa family limited partnership,jsa family limited partnership
1.0,3063622,STIFEL FINANCIAL CORP,stifel financial corp,stifel financial corporation,stifel financial corporation,3063622,20171231,8,500,SAINT LOUIS,UNITED STATES,0,549300E5F07FE5GHJX84,STIFEL FINANCIAL CORP.,STIFEL FNCL CORP,1,FRS,MO,stifel financial corp.,stifel financial corporation
1.0,3083291,STERLING BANCORP,sterling bancorp,sterling bancorp,sterling bancorp,3083291,20171231,2,500,MONTEBELLO,UNITED STATES,0,0,STERLING BANCORP,STERLING BC,1,FRS,NY,sterling bancorp,sterling bancorp
2.0,f495,SOUTHERN BANCORP,southern bancorp,southern bancorp,sterling bancorp,3083291,20171231,2,500,MONTEBELLO,UNITED STATES,0,0,STERLING BANCORP,STERLING BC,1,FRS,NY,sterling bancorp,sterling bancorp
1.0,3109904,ACCESS NATIONAL CORPORATION,access national corporation,access national corporation,access national corporation,3109904,20171231,5,500,RESTON,UNITED STATES,0,0,ACCESS NATIONAL CORPORATION,ACCESS NAT CORP,1,FRS,VA,access national corporation,access national corporation
1.0,3140288,INDEPENDENT BANK GROUP INC,independent bank group inc,independent bank group incorporated,independent bank group incorporated,3140288,20171231,11,500,MCKINNEY,UNITED STATES,0,0,"INDEPENDENT BANK GROUP, INC.",INDEPENDENT BK GRP,1,FRS,TX,"independent bank group, inc.",independent bank group incorporated
1.0,3153130,BANC OF CALIFORNIA INC,banc of california inc,banc of california incorporated,banc of california incorporated,3153130,20171231,12,500,SANTA ANA,UNITED STATES,0,549300ZKWUJDP6LJ1X87,"BANC OF CALIFORNIA, INC.",BANC OF CA,1,FRS,CA,"banc of california, inc.",banc of california incorporated
1.0,3211601,MVB FINANCIAL CORP,mvb financial corp,mvb financial corporation,mvb financial corporation,3211601,20171231,5,500,FAIRMONT,UNITED STATES,0,549300KSUQ2FUU1X2O74,MVB FINANCIAL CORP.,MVB FC,1,FRS,WV,mvb financial corp.,mvb financial corporation
1.0,3223828,FLORIDA CAPITAL GROUP INC,florida capital group inc,florida capital group incorporated,florida capital group incorporated,3223828,20171231,6,500,JACKSONVILLE,UNITED STATES,0,0,"FLORIDA CAPITAL GROUP, INC.",FLORIDA CAP GRP,1,FRS,FL,"florida capital group, inc.",florida capital group incorporated
1.0,3233126,TRIUMPH BANCORP INC,triumph bancorp inc,triumph bancorp incorporated,triumph bancorp incorporated,3233126,20171231,11,500,DALLAS,UNITED STATES,0,5493003RNRMEVYDZ1Q52,"TRIUMPH BANCORP, INC.",TRIUMPH BC,1,FRS,TX,"triumph bancorp, inc.",triumph bancorp incorporated
1.0,3242838,REGIONS FINANCIAL CORPORATION,regions financial corporation,regions financial corporation,regions financial corporation,3242838,20171231,6,500,BIRMINGHAM,UNITED STATES,0,CW05CS5KW59QTC0DG824,REGIONS FINANCIAL CORPORATION,REGIONS FC,1,FRS,AL,regions financial corporation,regions financial corporation
1.0,3249109,FIRST TRUST FINANCIAL CORP,first trust financial corp,first trust financial corporation,first trust financial corporation,2156451,20171231,8,500,CLINTON,UNITED STATES,0,0,FIRST TRUST FINANCIAL CORPORATION,FIRST TR FINANCIAL CORP,1,FRS,KY,first trust financial corporation,first trust financial corporation
1.0,3249109,FIRST TRUST FINANCIAL CORP,first trust financial corp,first trust financial corporation,first trust financial corporation,3249109,20171231,7,500,KANKAKEE,UNITED STATES,0,0,FIRST TRUST FINANCIAL CORP.,FIRST TR FC,1,FRS,IL,first trust financial corp.,first trust financial corporation
1.0,3253825,LAKEVIEW BANCORPORATION INC,lakeview bancorporation inc,lakeview bancorporation incorporated,lakeview bancorporation incorporated,3253825,20171231,9,500,LAKEVILLE,UNITED STATES,0,0,"LAKEVIEW BANCORPORATION, INC.",LAKEVIEW BC,1,FRS,MN,"lakeview bancorporation, inc.",lakeview bancorporation incorporated
1.0,3274727,COASTALSOUTH BANCSHARES INC,coastalsouth bancshares inc,coastalsouth bancshares incorporated,coastalsouth bancshares incorporated,3274727,20171231,5,500,HILTON HEAD ISLAND,UNITED STATES,0,5493006BUH6IGMGU0H14,"COASTALSOUTH BANCSHARES, INC.",COASTALSOUTH BSHRS,1,FRS,SC,"coastalsouth bancshares, inc.",coastalsouth bancshares incorporated
1.0,3325740,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC,southern national bancorp of virginia inc,southern national bancorp of virginia incorporated,southern national bancorp of virginia incorporated,3325740,20171231,5,500,MC LEAN,UNITED STATES,0,549300JNX3M2EENG1F11,"SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.",SOUTHERN NAT BC OF VA INC,1,FRS,VA,"southern national bancorp of virginia, inc.",southern national bancorp of virginia incorporated
1.0,3344312,TRADITION BANCSHARES INC,tradition bancshares inc,tradition bancshares incorporated,tradition bancshares incorporated,3344312,20171231,9,500,EDINA,UNITED STATES,0,0,"TRADITION BANCSHARES, INC.",TRADITION BSHRS,1,FRS,MN,"tradition bancshares, inc.",tradition bancshares incorporated
1.0,3353837,PILOT POINT BANCORP INC ESOP,pilot point bancorp inc esop,pilot point bancorp incorporated esop,pilot point bancorp incorporated,1135691,20171231,11,500,PILOT POINT,UNITED STATES,0,0,"PILOT POINT BANCORP, INC.",PILOT POINT BC,1,FRS,TX,"pilot point bancorp, inc.",pilot point bancorp incorporated
1.0,3356632,WESTERN ILLINOIS BANCSHARES INC,western illinois bancshares inc,western illinois bancshares incorporated,western illinois bancshares incorporated,3356632,20171231,7,500,MONMOUTH,UNITED STATES,0,0,"WESTERN ILLINOIS BANCSHARES, INC.",WESTERN IL BSHRS,1,FRS,IL,"western illinois bancshares, inc.",western illinois bancshares incorporated
1.0,3450521,EVERGREEN BANCSHARES INC,evergreen bancshares inc,evergreen bancshares incorporated,evergreen bancshares incorporated,1134797,20171231,8,500,CROSSETT,UNITED STATES,0,0,"EVERGREEN BANCSHARES, INC.",EVERGREEN BSHRS,1,FRS,AR,"evergreen bancshares, inc.",evergreen bancshares incorporated
1.0,3450521,EVERGREEN BANCSHARES INC,evergreen bancshares inc,evergreen bancshares incorporated,evergreen bancshares incorporated,3450521,20171231,8,500,SAINT LOUIS,UNITED STATES,0,0,"EVERGREEN BANCSHARES, INC.",EVERGREEN BSHRS,1,FRS,MO,"evergreen bancshares, inc.",evergreen bancshares incorporated
1.0,3474835,GREEN BANCORP INC,green bancorp inc,green bancorp incorporated,green bancorp incorporated,3474835,20171231,11,500,HOUSTON,UNITED STATES,0,549300YIAJ7MI1E65N94,"GREEN BANCORP, INC.",GREEN BC,1,FRS,TX,"green bancorp, inc.",green bancorp incorporated
1.0,3488289,COMMUNITY BANCSHARES OF KANSAS INC,community bancshares of kansas inc,community bancshares of kansas incorporated,central bancshares of kansas city incorporated,1063084,20171231,10,500,KANSAS CITY,UNITED STATES,0,0,"CENTRAL BANCSHARES OF KANSAS CITY, INC.",CENTRAL BSHRS,1,FRS,MO,"central bancshares of kansas city, inc.",central bancshares of kansas city incorporated
1.0,3489594,PACIFIC PREMIER BANCORP INC,pacific premier bancorp inc,pacific premier bancorp incorporated,pacific premier bancorp incorporated,3489594,20171231,12,500,IRVINE,UNITED STATES,0,549300Q1KIC3KLI0XG98,"PACIFIC PREMIER BANCORP, INC.",PACIFIC PREMIER BC,1,FRS,CA,"pacific premier bancorp, inc.",pacific premier bancorp incorporated
1.0,3530786,MERCHANTS BANCORP,merchants bancorp,merchants bancorp,merchants bancorp,3530786,20171231,7,500,CARMEL,UNITED STATES,0,0,MERCHANTS BANCORP,MERCHANTS BC,1,FRS,IN,merchants bancorp,merchants bancorp
1.0,f342,MERCHANTS BANK,merchants bank,merchants bank,merchants bancorp,3530786,20171231,7,500,CARMEL,UNITED STATES,0,0,MERCHANTS BANCORP,MERCHANTS BC,1,FRS,IN,merchants bancorp,merchants bancorp
1.0,3547999,BANGOR BANCORP MHC,bangor bancorp mhc,bangor bancorp mhc,bangor bancorp mhc,3547999,20171231,1,500,BANGOR,UNITED STATES,0,0,"BANGOR BANCORP, MHC",BANGOR BC MHC,6,FRS,ME,"bangor bancorp, mhc",bangor bancorp mhc
1.0,3551361,HERITAGE BC,heritage bc,heritage bc,heritage bancorp,3162486,20171231,12,500,RENO,UNITED STATES,0,549300OFS8CHI31L3R47,HERITAGE BANCORP,HERITAGE BC,1,FRS,NV,heritage bancorp,heritage bancorp
3.0,f259,HERITAGE BANK,heritage bank,heritage bank,heritage bancorp,3162486,20171231,12,500,RENO,UNITED STATES,0,549300OFS8CHI31L3R47,HERITAGE BANCORP,HERITAGE BC,1,FRS,NV,heritage bancorp,heritage bancorp
1.0,3559198,FORTIS FINANCIAL INC,fortis financial inc,fortis financial incorporated,fortis financial incorporated,3559198,20171231,10,500,DENVER,UNITED STATES,0,0,FORTIS FINANCIAL INC.,FORTIS FNCL,1,FRS,CO,fortis financial inc.,fortis financial incorporated
1.0,f234,GENWORTH FINANCIAL INC,genworth financial inc,genworth financial incorporated,fortis financial incorporated,3559198,20171231,10,500,DENVER,UNITED STATES,0,0,FORTIS FINANCIAL INC.,FORTIS FNCL,1,FRS,CO,fortis financial inc.,fortis financial incorporated
3.0,3587146,BANK OF NEW YORK MELLON CORPORATION THE,bank of new york mellon corporation the,bank of new york mellon corporation the,bank of new york mellon corporation the,3587146,20171231,2,500,NEW YORK,UNITED STATES,0,WFLLPEPC7FZXENRZV188,"BANK OF NEW YORK MELLON CORPORATION, THE",BANK OF NY MELLON CORP,1,FRS,NY,"bank of new york mellon corporation, the",bank of new york mellon corporation the
3.0,3595431,ST ANNE BANCORP INC,st anne bancorp inc,st anne bancorp incorporated,st anne bancorp incorporated,3595431,20171231,7,500,MANTENO,UNITED STATES,0,0,"ST. ANNE BANCORP, INC.",ST ANNE BC,1,FRS,IL,"st. anne bancorp, inc.",st anne bancorp incorporated
1.0,3612543,LEVEL ONE BANCORP INC,level one bancorp inc,level one bancorp incorporated,level one bancorp incorporated,3612543,20171231,7,500,FARMINGTON HILLS,UNITED STATES,0,0,"LEVEL ONE BANCORP, INC.",LEVEL ONE BC,1,FRS,MI,"level one bancorp, inc.",level one bancorp incorporated
1.0,3619720,MINEOLA COMMUNITY MUTUAL HOLDING COMPANY,mineola community mutual holding company,mineola community mutual holding company,mineola community mutual holding company,3619720,20171231,11,500,MINEOLA,UNITED STATES,0,0,MINEOLA COMMUNITY MUTUAL HOLDING COMPANY,MINEOLA CMNTY MUT HC,6,FRS,TX,mineola community mutual holding company,mineola community mutual holding company
1.0,3632000,REGENT CAPITAL CORPORATION,regent capital corporation,regent capital corporation,regent capital corporation,3632000,20171231,10,500,NOWATA,UNITED STATES,0,0,REGENT CAPITAL CORPORATION,REGENT CAP CORP,1,FRS,OK,regent capital corporation,regent capital corporation
1.0,3637582,FRANKLIN FINANCIAL NETWORK INC,franklin financial network inc,franklin financial network incorporated,franklin financial network incorporated,3637582,20171231,6,500,FRANKLIN,UNITED STATES,0,0,"FRANKLIN FINANCIAL NETWORK, INC.",FRANKLIN FNCL NETWORK,1,FRS,TN,"franklin financial network, inc.",franklin financial network incorporated
1.0,3649950,PALOMAR ENTERPRISES LLC,palomar enterprises llc,palomar enterprises llc,palomar enterprises llc,3649950,20171231,12,500,LONG BEACH,UNITED STATES,0,0,"PALOMAR ENTERPRISES, LLC",PALOMAR ENT LLC,11,FRS,CA,"palomar enterprises, llc",palomar enterprises llc
1.0,3650152,PEOPLES UNITED FINANCIAL INC,peoples united financial inc,peoples united financial incorporated,peoples united financial incorporated,3650152,20171231,2,500,BRIDGEPORT,UNITED STATES,0,ROPY7PEPIPIDJNF0BO69,"PEOPLE'S UNITED FINANCIAL, INC.",PEOPLES UNITED FNCL INC,1,FRS,CT,"people's united financial, inc.",peoples united financial incorporated
1.0,3695667,SILVERGATE CAPITAL CORPORATION,silvergate capital corporation,silvergate capital corporation,silvergate capital corporation,3695667,20171231,12,500,LA JOLLA,UNITED STATES,0,0,SILVERGATE CAPITAL CORPORATION,SILVERGATE CAP CORP,1,FRS,CA,silvergate capital corporation,silvergate capital corporation
1.0,3721511,OCULINA BANC CORP,oculina banc corp,oculina banc corporation,oculina banc corporation,3721511,20171231,6,500,VERO BEACH,UNITED STATES,0,0,OCULINA BANC CORP,OCULINA BANC CORP,1,FRS,FL,oculina banc corp,oculina banc corporation
1.0,3735152,FIRST STATE BANCORPORATION INC,first state bancorporation inc,first state bancorporation incorporated,first state bancorporation incorporated,3735152,20171231,7,500,PEORIA,UNITED STATES,0,0,"FIRST STATE BANCORPORATION, INC.",FIRST ST BC,1,FRS,IL,"first state bancorporation, inc.",first state bancorporation incorporated
1.0,3744239,ALLEGIANCE BANCSHARES INC,allegiance bancshares inc,allegiance bancshares incorporated,allegiance bancshares incorporated,3744239,20171231,11,500,HOUSTON,UNITED STATES,0,0,"ALLEGIANCE BANCSHARES, INC.",ALLEGIANCE BSHRS,1,FRS,TX,"allegiance bancshares, inc.",allegiance bancshares incorporated
1.0,3802278,LWCBANCORP INC,lwcbancorp inc,lwcbancorp incorporated,lwcbancorp incorporated,3802278,20171231,7,500,NEW LENOX,UNITED STATES,0,549300HWB570AT6JW084,"LWCBANCORP, INC.",LWCBC,1,FRS,IL,"lwcbancorp, inc.",lwcbancorp incorporated
1.0,3808113,BOSP BANCSHARES INC,bosp bancshares inc,bosp bancshares incorporated,bosp bancshares incorporated,3808113,20171231,7,500,SUN PRAIRIE,UNITED STATES,0,0,"BOSP BANCSHARES, INC.",BOSP BSHRS,1,FRS,WI,"bosp bancshares, inc.",bosp bancshares incorporated
1.0,3814310,AXOS FINANCIAL INC,axos financial inc,axos financial incorporated,bac financial incorporated,3033746,20171231,12,500,STOCKTON,UNITED STATES,0,0,BAC FINANCIAL INC.,BAC FNCL,1,FRS,CA,bac financial inc.,bac financial incorporated
1.0,3815157,RAYMOND JAMES FINANCIAL INC,raymond james financial inc,raymond james financial incorporated,raymond james financial incorporated,3815157,20171231,6,500,SAINT PETERSBURG,UNITED STATES,0,RGUZHJ05YTITL6D76949,"RAYMOND JAMES FINANCIAL, INC.",RAYMOND JAMES FNCL,1,FRS,FL,"raymond james financial, inc.",raymond james financial incorporated
1.0,3837962,AXIOM BANCSHARES INC,axiom bancshares inc,axiom bancshares incorporated,axiom bancshares incorporated,3837962,20171231,6,500,MAITLAND,UNITED STATES,0,0,"AXIOM BANCSHARES, INC.",AXIOM BSHRS,1,FRS,FL,"axiom bancshares, inc.",axiom bancshares incorporated
1.0,3840029,ATLANTIC COAST FINANCIAL CORPORATION,atlantic coast financial corporation,atlantic coast financial corporation,atlantic coast financial corporation,3840029,20171231,6,500,JACKSONVILLE,UNITED STATES,0,0,ATLANTIC COAST FINANCIAL CORPORATION,ATLANTIC COAST FC,1,FRS,FL,atlantic coast financial corporation,atlantic coast financial corporation
3.0,3842649,BENEFICIAL STATE FOUNDATION,beneficial state foundation,beneficial state foundation,beneficial state foundation,3842649,20171231,12,500,OAKLAND,UNITED STATES,0,0,BENEFICIAL STATE FOUNDATION,BENEFICIAL ST FOUND,1,FRS,CA,beneficial state foundation,beneficial state foundation
3.0,3842658,FIRST FOUNDATION INC,first foundation inc,first foundation incorporated,first foundation incorporated,3842658,20171231,12,500,IRVINE,UNITED STATES,0,0,FIRST FOUNDATION INC.,FIRST FOUND,1,FRS,CA,first foundation inc.,first foundation incorporated
3.0,3843507,HOMESTREET INC,homestreet inc,homestreet incorporated,homestreet incorporated,3843507,20171231,12,500,SEATTLE,UNITED STATES,0,0,"HOMESTREET, INC.",HOMESTREET,1,FRS,WA,"homestreet, inc.",homestreet incorporated
1.0,3844269,WSFS FINANCIAL CORPORATION,wsfs financial corporation,wsfs financial corporation,wsfs financial corporation,3844269,20171231,3,500,WILMINGTON,UNITED STATES,0,549300SU7VQHD6QRG886,WSFS FINANCIAL CORPORATION,WSFS FNCL CORP,1,FRS,DE,wsfs financial corporation,wsfs financial corporation
1.0,3846405,FIRST FEDERAL BANCORP MHC,first federal bancorp mhc,first federal bancorp mhc,first federal bancorp mhc,3846405,20171231,6,500,LAKE CITY,UNITED STATES,0,0,"FIRST FEDERAL BANCORP, MHC",FIRST FED BC,6,FRS,FL,"first federal bancorp, mhc",first federal bancorp mhc
1.0,3866878,MCHENRY BANCORP INC,mchenry bancorp inc,mchenry bancorp incorporated,mchenry bancorp incorporated,3866878,20171231,7,500,MCHENRY,UNITED STATES,0,0,"MCHENRY BANCORP, INC.",MCHENRY BC,1,FRS,IL,"mchenry bancorp, inc.",mchenry bancorp incorporated
1.0,3919756,GEORGETOWN BANCORP INC,georgetown bancorp inc,georgetown bancorp incorporated,hometown bancorp incorporated,2263993,20171231,8,500,MILAN,UNITED STATES,0,0,"HOMETOWN BANCORP, INC.",HOMETOWN BC,1,FRS,TN,"hometown bancorp, inc.",hometown bancorp incorporated
1.0,3919756,GEORGETOWN BANCORP INC,georgetown bancorp inc,georgetown bancorp incorporated,hometown bancorp incorporated,3311202,20171231,4,500,KENT,UNITED STATES,0,549300R17PVHHJ0TBF28,"HOMETOWN BANCORP, INC.",HOMETOWN BC INC,1,FRS,OH,"hometown bancorp, inc.",hometown bancorp incorporated
1.0,3921816,COMMUNITY FIRST FINANCIAL CORPORATION,community first financial corporation,community first financial corporation,first community financial corporation,1132896,20171231,3,500,MIFFLINTOWN,UNITED STATES,0,0,FIRST COMMUNITY FINANCIAL CORPORATION,FIRST CMNTY FNCL CORP,1,FRS,PA,first community financial corporation,first community financial corporation
1.0,3922466,WASHINGTONFIRST BANKSHARES INC,washingtonfirst bankshares inc,washingtonfirst bankshares incorporated,washingtonfirst bankshares incorporated,3922466,20171231,5,500,RESTON,UNITED STATES,0,549300UEM4C23DHLT013,"WASHINGTONFIRST BANKSHARES, INC.",WASHINGTONFIRST BSHRS INC,1,FRS,VA,"washingtonfirst bankshares, inc.",washingtonfirst bankshares incorporated
1.0,3944628,FCB FINANCIAL HOLDINGS INC,fcb financial holdings inc,fcb financial holdings incorporated,fcb financial holdings incorporated,3944628,20171231,6,500,WESTON,UNITED STATES,0,0,"FCB FINANCIAL HOLDINGS, INC.",FCB FNCL HOLDS,1,FRS,FL,"fcb financial holdings, inc.",fcb financial holdings incorporated
3.0,3962350,ANN ARBOR BANCORP INC,ann arbor bancorp inc,ann arbor bancorp incorporated,ann arbor bancorp incorporated,3962350,20171231,7,500,ANN ARBOR,UNITED STATES,0,0,"ANN ARBOR BANCORP, INC.",ANN ARBOR BC,1,FRS,MI,"ann arbor bancorp, inc.",ann arbor bancorp incorporated
1.0,3975770,CARLILE BANCSHARES INC,carlile bancshares inc,carlile bancshares incorporated,cleo bancshares incorporated,1052958,20171231,10,500,CLEO SPRINGS,UNITED STATES,0,0,CLEO BANCSHARES INC.,CLEO BSHRS,1,FRS,OK,cleo bancshares inc.,cleo bancshares incorporated
1.0,4028712,BANKUNITED INC,bankunited inc,bankunited incorporated,bankunited incorporated,4028712,20171231,6,500,MIAMI LAKES,UNITED STATES,0,96OVUWEW5D4YX6PFXD91,"BANKUNITED, INC.",BANKUNITED,1,FRS,FL,"bankunited, inc.",bankunited incorporated
1.0,4036324,STATE BANK FINANCIAL CORPORATION,state bank financial corporation,state bank financial corporation,state bank financial corporation,4036324,20171231,6,500,ATLANTA,UNITED STATES,0,0,STATE BANK FINANCIAL CORPORATION,STATE BK FNCL CORP,1,FRS,GA,state bank financial corporation,state bank financial corporation
1.0,4090054,INVESTAR HOLDING CORPORATION,investar holding corporation,investar holding corporation,investar holding corporation,4090054,20171231,6,500,BATON ROUGE,UNITED STATES,0,54930001EK2YM28LOJ08,INVESTAR HOLDING CORPORATION,INVESTAR HC,1,FRS,LA,investar holding corporation,investar holding corporation
1.0,4105266,VERITEX HOLDINGS INC,veritex holdings inc,veritex holdings incorporated,veritex holdings incorporated,4105266,20171231,11,500,DALLAS,UNITED STATES,0,549300F3SMOML02SC814,"VERITEX HOLDINGS, INC.",VERITEX HOLD,1,FRS,TX,"veritex holdings, inc.",veritex holdings incorporated
1.0,4132169,PNBK SPONSOR LLC,pnbk sponsor llc,pnbk sponsor llc,pnbk sponsor llc,4132169,20171231,2,500,STAMFORD,UNITED STATES,0,0,PNBK SPONSOR LLC,PNBK SPONSOR LLC,11,FRS,CT,pnbk sponsor llc,pnbk sponsor llc
1.0,4176855,RBB BANCORP,rbb bancorp,rbb bancorp,rbb bancorp,4176855,20171231,12,500,LOS ANGELES,UNITED STATES,0,549300A23FBFZNGET525,RBB BANCORP,RBB BC,1,FRS,CA,rbb bancorp,rbb bancorp
1.0,4183442,STANDARD AVB FINANCIAL CORP,standard avb financial corp,standard avb financial corporation,standard avb financial corporation,4183442,20171231,4,500,MURRYSVILLE,UNITED STATES,0,549300GDKH0YGC2DTT22,STANDARD AVB FINANCIAL CORP.,STANDARD AVB FNCL CORP,1,FRS,PA,standard avb financial corp.,standard avb financial corporation
1.0,4199229,WOODFOREST FINANCIAL GROUP INC,woodforest financial group inc,woodforest financial group incorporated,woodforest financial group incorporated,1137770,20171231,11,500,THE WOODLANDS,UNITED STATES,0,549300PK7P99LXNJNK46,"WOODFOREST FINANCIAL GROUP, INC.",WOODFOREST FNCL GRP,1,FRS,TX,"woodforest financial group, inc.",woodforest financial group incorporated
1.0,4284536,CUSTOMERS BANCORP INC,customers bancorp inc,customers bancorp incorporated,customers bancorp incorporated,4284536,20171231,3,500,WYOMISSING,UNITED STATES,0,549300WLBCHYKZ53FN68,"CUSTOMERS BANCORP, INC",CUSTOMERS BC,1,FRS,PA,"customers bancorp, inc",customers bancorp incorporated
1.0,4298711,PROVIDENT BANCORP INC,provident bancorp inc,provident bancorp incorporated,provident bancorp incorporated,4298711,20171231,1,500,AMESBURY,UNITED STATES,2838159,0,"PROVIDENT BANCORP, INC.",PROVIDENT BC,1,FRS,MA,"provident bancorp, inc.",provident bancorp incorporated
3.0,4347208,FS BANCORP INC,fs bancorp inc,fs bancorp incorporated,fs bancorp incorporated,4347208,20171231,12,500,MOUNTLAKE TERRACE,UNITED STATES,0,0,"FS BANCORP, INC.",FS BC,1,FRS,WA,"fs bancorp, inc.",fs bancorp incorporated
1.0,4353049,FINANCIAL SVCS HC,financial svcs hc,financial svcs hc,seneca financial mhc,5125373,20171231,3,500,BALDWINSVILLE,UNITED STATES,0,0,SENECA FINANCIAL MHC,SENECA FNCL MHC,6,FRS,NY,seneca financial mhc,seneca financial mhc
1.0,4366003,HOMETRUST BANCSHARES INC,hometrust bancshares inc,hometrust bancshares incorporated,hometrust bancshares incorporated,4366003,20171231,5,500,ASHEVILLE,UNITED STATES,0,0,"HOMETRUST BANCSHARES, INC.",HOMETRUST BSHRS,1,FRS,NC,"hometrust bancshares, inc.",hometrust bancshares incorporated
3.0,4389329,CRB GROUP INC,crb group inc,crb group incorporated,crb group incorporated,4389329,20171231,2,500,FORT LEE,UNITED STATES,0,0,"CRB GROUP, INC.",CRB GRP,1,FRS,NJ,"crb group, inc.",crb group incorporated
1.0,4440248,FIRST GREEN BANCORP INC,first green bancorp inc,first green bancorp incorporated,first green bancorp incorporated,4440248,20171231,6,500,MOUNT DORA,UNITED STATES,0,5493006U56DVVI2RHF52,"FIRST GREEN BANCORP, INC.",FIRST GREEN BC,1,FRS,FL,"first green bancorp, inc.",first green bancorp incorporated
1.0,4517261,VIRGINIA NATIONAL BANKSHARES CORPORATION,virginia national bankshares corporation,virginia national bankshares corporation,virginia national bankshares corporation,4517261,20171231,5,500,CHARLOTTESVILLE,UNITED STATES,0,5493005LXSLNF92BF097,VIRGINIA NATIONAL BANKSHARES CORPORATION,VIRGINIA NAT BSHRS CORP,1,FRS,VA,virginia national bankshares corporation,virginia national bankshares corporation
3.0,4523431,WATERSTONE FINANCIAL INC,waterstone financial inc,waterstone financial incorporated,waterstone financial incorporated,4523431,20171231,7,500,WAUWATOSA,UNITED STATES,0,5493002KM21XRC2DCQ02,"WATERSTONE FINANCIAL, INC.",WATERSTONE FNCL,1,FRS,WI,"waterstone financial, inc.",waterstone financial incorporated
3.0,4564724,ADAMS DAIRY BANCSHARES INC,adams dairy bancshares inc,adams dairy bancshares incorporated,adams dairy bancshares incorporated,4564724,20171231,10,500,BLUE SPRINGS,UNITED STATES,0,549300XU0GHBZF94WE77,"ADAMS DAIRY BANCSHARES, INC.",ADAMS DAIRY BSHRS,1,FRS,MO,"adams dairy bancshares, inc.",adams dairy bancshares incorporated
1.0,4647494,PROFESSIONAL HOLDING CORP,professional holding corp,professional holding corporation,professional holding corporation,4647494,20171231,6,500,CORAL GABLES,UNITED STATES,0,549300MOIYR1NW3J2W56,PROFESSIONAL HOLDING CORP.,PROFESSIONAL HOLD CORP,1,FRS,FL,professional holding corp.,professional holding corporation
3.0,4809920,GREAT WESTERN BANCORP INC,great western bancorp inc,great western bancorp incorporated,great western bancorp incorporated,4809920,20171231,9,500,SIOUX FALLS,UNITED STATES,0,5493004X4OTHDTFBHI90,"GREAT WESTERN BANCORP, INC.",GREAT WESTERN BC,1,FRS,SD,"great western bancorp, inc.",great western bancorp incorporated
1.0,4875907,FVCBANKCORP INC,fvcbankcorp inc,fvcbankcorp incorporated,fvcbankcorp incorporated,4875907,20171231,5,500,FAIRFAX,UNITED STATES,0,0,"FVCBANKCORP, INC.",FVCBANKCORP,1,FRS,VA,"fvcbankcorp, inc.",fvcbankcorp incorporated
2.0,4973353,HARBORONE BANCORP INC,harborone bancorp inc,harborone bancorp incorporated,harborone bancorp incorporated,4973353,20171231,1,500,BROCKTON,UNITED STATES,4973362,549300SCDGOYSCWQJR34,"HARBORONE BANCORP, INC.",HARBORONE BC,1,FRS,MA,"harborone bancorp, inc.",harborone bancorp incorporated
1.0,4980409,OP BANCORP,op bancorp,op bancorp,op bancorp,4980409,20171231,12,500,LOS ANGELES,UNITED STATES,0,549300LTYZMS0Q13U522,OP BANCORP,OP BC,1,FRS,CA,op bancorp,op bancorp
1.0,4991076,SMITH & HOOD HOLDING COMPANY LLC,smith & hood holding company llc,smith hood holding company llc,smith hood holding company llc,4991076,20171231,6,500,AMITE,UNITED STATES,0,0,"SMITH & HOOD HOLDING COMPANY, L.L.C.",SMITH & HOOD HC LLC,11,FRS,LA,"smith & hood holding company, l.l.c.",smith hood holding company llc
1.0,5165070,PB FINANCIAL CORPORATION,pb financial corporation,pb financial corporation,fpb financial corporation,3841811,20171231,6,500,HAMMOND,UNITED STATES,0,0,FPB FINANCIAL CORP,FPB FNCL CORP,1,FRS,LA,fpb financial corp,fpb financial corporation
